,geo_value,time_value,value,sample_size,trend
3353,ms,2021-03-01,55.7112,1418.3979,29
3354,mt,2021-03-01,62.0006,812.624,0
3355,nc,2021-03-01,66.889,5322.0078,18
3356,nd,2021-03-01,54.1552,393.4055,0
3357,ne,2021-03-01,69.5846,1110.5264,0
3358,nh,2021-03-01,78.2184,1084.7766,47
3359,nj,2021-03-01,75.0708,3883.9981,59
3360,nm,2021-03-01,71.822,1622.8101,0
3361,nv,2021-03-01,65.0708,1262.9022,99
3362,ny,2021-03-01,74.3981,8555.0013,78
3363,oh,2021-03-01,65.5766,6710.9996,13
3364,ok,2021-03-01,56.9707,2052.3848,23
3365,or,2021-03-01,72.7245,2625.9074,17
3366,pa,2021-03-01,70.4972,7200.005,42
3367,ri,2021-03-01,78.6657,680.994,0
3368,sc,2021-03-01,63.2502,3165.0008,0
3369,sd,2021-03-01,61.821,551.8886,42
3370,tn,2021-03-01,61.6415,3682.9361,67
3371,tx,2021-03-01,67.4255,11254.7449,62
3372,us,2021-03-01,69.7157,162659.1276,77
3373,ut,2021-03-01,73.0736,1620.8337,33
3374,va,2021-03-01,73.8071,5118.7038,73
3375,vt,2021-03-01,81.1942,560.0006,0
3376,wa,2021-03-01,76.4444,4377.9869,23
3377,wi,2021-03-01,69.2892,3347.9953,49
3378,wv,2021-03-01,63.0187,1228.0036,0
3379,wy,2021-03-01,47.0853,375.9844,0
3380,ak,2021-03-02,57.6487,352.0,89
3381,al,2021-03-02,61.1248,2480.0696,20
3382,ar,2021-03-02,61.0201,1638.3221,0
3383,az,2021-03-02,66.1445,2959.8167,52
3384,ca,2021-03-02,77.5744,13789.1821,59
3385,co,2021-03-02,73.7698,2943.8455,11
3386,ct,2021-03-02,81.7872,2198.0,32
3387,dc,2021-03-02,87.2822,286.0,31
3388,de,2021-03-02,72.0538,695.0073,35
3389,fl,2021-03-02,66.876,11224.9997,37
3390,ga,2021-03-02,61.6171,4345.9605,33
3391,hi,2021-03-02,78.619,600.0,100
3392,ia,2021-03-02,68.657,2073.4961,24
3393,id,2021-03-02,59.1666,1205.143,50
3394,il,2021-03-02,71.4414,6174.0245,50
3395,in,2021-03-02,63.9806,3418.003,14
3396,ks,2021-03-02,65.8264,1761.9732,0
3397,ky,2021-03-02,64.7781,2551.0549,53
3398,la,2021-03-02,57.833,2132.1838,68
3399,ma,2021-03-02,83.0605,3054.0055,41
3400,md,2021-03-02,80.1896,2691.9914,49
3401,me,2021-03-02,75.9636,1224.2234,74
3402,mi,2021-03-02,68.585,6663.0051,27
3403,mn,2021-03-02,74.9725,2686.1334,34
3404,mo,2021-03-02,64.5833,2921.5659,100
3405,ms,2021-03-02,55.7317,1430.7452,30
3406,mt,2021-03-02,60.2785,822.5813,68
3407,nc,2021-03-02,66.5674,5205.0086,37
3408,nd,2021-03-02,53.7088,413.4404,87
3409,ne,2021-03-02,69.7836,1091.5964,51
3410,nh,2021-03-02,79.205,1073.7766,0
3411,nj,2021-03-02,74.9609,3830.9983,68
3412,nm,2021-03-02,73.2068,1583.5685,68
3413,nv,2021-03-02,67.0423,1277.8178,33
3414,ny,2021-03-02,74.0242,8351.0014,48
3415,oh,2021-03-02,66.0563,6579.0008,100
3416,ok,2021-03-02,56.5334,2038.6283,0
3417,or,2021-03-02,72.664,2557.9062,49
3418,pa,2021-03-02,70.3997,7129.0049,63
3419,ri,2021-03-02,77.9726,654.9945,0
3420,sc,2021-03-02,62.5866,3173.0009,79
3421,sd,2021-03-02,58.958,537.5255,45
3422,tn,2021-03-02,61.2967,3613.9254,0
3423,tx,2021-03-02,67.2547,11223.5034,41
3424,us,2021-03-02,69.5781,161070.9747,81
3425,ut,2021-03-02,72.955,1620.7753,34
3426,va,2021-03-02,73.5896,5007.1518,63
3427,vt,2021-03-02,80.601,548.0007,0
3428,wa,2021-03-02,76.2885,4344.988,68
3429,wi,2021-03-02,68.7896,3303.9949,0
3430,wv,2021-03-02,62.0356,1233.0527,0
3431,wy,2021-03-02,47.6138,354.9802,0
3432,ak,2021-03-03,58.169,354.0,0
3433,al,2021-03-03,61.0797,2472.0644,40
3434,ar,2021-03-03,60.8212,1645.329,0
3435,az,2021-03-03,65.4489,2932.3401,72
3436,ca,2021-03-03,77.7855,13551.1286,55
3437,co,2021-03-03,72.8989,2937.8731,45
3438,ct,2021-03-03,82.5192,2210.0,33
3439,dc,2021-03-03,87.276,278.0,54
3440,de,2021-03-03,73.1887,717.0073,36
3441,fl,2021-03-03,66.853,11180.9998,48
3442,ga,2021-03-03,61.483,4374.9607,78
3443,hi,2021-03-03,77.598,586.0,35
3444,ia,2021-03-03,68.7306,2033.4542,0
3445,id,2021-03-03,58.7954,1182.1437,0
3446,il,2021-03-03,71.5983,6187.0238,64
3447,in,2021-03-03,62.8533,3430.0021,73
3448,ks,2021-03-03,65.9937,1755.9439,34
3449,ky,2021-03-03,64.9701,2545.0494,55
3450,la,2021-03-03,57.7512,2090.1841,0
3451,ma,2021-03-03,82.7993,3089.0075,59
3452,md,2021-03-03,80.3841,2733.9915,39
3453,me,2021-03-03,76.8988,1213.2234,0
3454,mi,2021-03-03,68.3702,6563.9955,92
3455,mn,2021-03-03,74.7903,2615.1414,52
3456,mo,2021-03-03,64.169,2907.7016,50
3457,ms,2021-03-03,56.0867,1412.7151,31
3458,mt,2021-03-03,60.9671,793.6008,34
3459,nc,2021-03-03,66.4616,5120.0091,55
3460,nd,2021-03-03,55.3868,406.5325,0
3461,ne,2021-03-03,68.9328,1077.5613,0
3462,nh,2021-03-03,77.3059,1080.7766,48
3463,nj,2021-03-03,74.4611,3802.998,43
3464,nm,2021-03-03,72.3442,1552.1154,0
3465,nv,2021-03-03,66.495,1265.8714,32
3466,ny,2021-03-03,73.8436,8236.001,60
3467,oh,2021-03-03,65.4856,6589.0009,60
3468,ok,2021-03-03,55.7796,2055.8712,47
3469,or,2021-03-03,71.6833,2539.9076,17
3470,pa,2021-03-03,70.6434,7086.0043,100
3471,ri,2021-03-03,77.6516,658.9925,46
3472,sc,2021-03-03,61.7813,3182.0016,78
3473,sd,2021-03-03,60.8875,533.3753,90
3474,tn,2021-03-03,60.4976,3550.9322,84
3475,tx,2021-03-03,67.2453,11333.2614,74
3476,us,2021-03-03,69.4314,160164.1485,96
3477,ut,2021-03-03,71.9755,1638.6727,0
3478,va,2021-03-03,73.8714,4950.3597,42
3479,vt,2021-03-03,81.5978,556.0009,0
3480,wa,2021-03-03,75.9077,4267.9855,69
3481,wi,2021-03-03,69.2736,3317.0032,51
3482,wv,2021-03-03,62.5118,1222.0526,0
3483,wy,2021-03-03,48.2823,347.9806,0
3484,ak,2021-03-04,52.0528,340.0,0
3485,al,2021-03-04,60.493,2453.0591,20
3486,ar,2021-03-04,60.5871,1622.1011,0
3487,az,2021-03-04,65.18,2912.2257,21
3488,ca,2021-03-04,77.8221,13402.1316,85
3489,co,2021-03-04,72.8946,2881.8425,100
3490,ct,2021-03-04,81.5895,2245.0,16
3491,dc,2021-03-04,88.0357,279.0,73
3492,de,2021-03-04,73.1243,719.0073,0
3493,fl,2021-03-04,66.7805,11277.0002,49
3494,ga,2021-03-04,61.7857,4338.9615,68
3495,hi,2021-03-04,78.0594,571.0,99
3496,ia,2021-03-04,68.2727,2032.5013,0
3497,id,2021-03-04,57.9468,1163.0473,100
3498,il,2021-03-04,71.8786,6174.0238,100
3499,in,2021-03-04,63.0138,3453.0026,15
3500,ks,2021-03-04,65.9303,1746.9719,0
3501,ky,2021-03-04,64.6024,2480.1134,18
3502,la,2021-03-04,57.6339,2037.1841,71
3503,ma,2021-03-04,82.5654,3059.01,49
3504,md,2021-03-04,80.1068,2720.9915,37
3505,me,2021-03-04,77.5692,1227.2234,25
3506,mi,2021-03-04,68.2658,6491.9959,100
3507,mn,2021-03-04,74.6802,2584.1803,17
3508,mo,2021-03-04,63.3672,2904.9355,68
3509,ms,2021-03-04,53.8107,1398.5104,31
3510,mt,2021-03-04,60.261,799.5915,0
3511,nc,2021-03-04,66.1588,5086.0082,75
3512,nd,2021-03-04,54.045,403.6634,0
3513,ne,2021-03-04,67.6268,1052.5885,52
3514,nh,2021-03-04,77.3652,1074.7766,0
3515,nj,2021-03-04,74.3113,3737.9978,60
3516,nm,2021-03-04,72.4539,1526.2574,63
3517,nv,2021-03-04,67.2531,1276.8685,32
3518,ny,2021-03-04,73.9757,8078.0007,69
3519,oh,2021-03-04,65.2025,6567.0004,40
3520,ok,2021-03-04,55.5101,2011.8136,24
3521,or,2021-03-04,71.1861,2562.0176,50
3522,pa,2021-03-04,70.7726,7131.0039,72
3523,ri,2021-03-04,76.6666,643.99,0
3524,sc,2021-03-04,61.7482,3208.0017,41
3525,sd,2021-03-04,59.6292,521.1552,0
3526,tn,2021-03-04,60.7155,3579.8668,14
3527,tx,2021-03-04,66.8953,11334.2646,46
3528,us,2021-03-04,69.2674,159340.2298,90
3529,ut,2021-03-04,71.4002,1626.6679,67
3530,va,2021-03-04,73.8816,4875.651,53
3531,vt,2021-03-04,80.0885,564.0009,0
3532,wa,2021-03-04,75.8504,4290.9811,68
3533,wi,2021-03-04,68.8932,3315.0035,51
3534,wv,2021-03-04,63.4472,1215.0532,0
3535,wy,2021-03-04,46.95,342.9854,100
3536,ak,2021-03-05,50.8798,340.0,0
3537,al,2021-03-05,60.5297,2435.0681,84
3538,ar,2021-03-05,60.8229,1593.581,0
3539,az,2021-03-05,65.6467,2910.7795,11
3540,ca,2021-03-05,77.572,13306.1813,39
3541,co,2021-03-05,73.3658,2857.8713,34
3542,ct,2021-03-05,81.4343,2237.0,84
3543,dc,2021-03-05,87.9496,277.0,53
3544,de,2021-03-05,73.1481,701.0,0
3545,fl,2021-03-05,66.883,11170.0003,50
3546,ga,2021-03-05,61.6872,4366.9582,58
3547,hi,2021-03-05,77.6158,582.0,0
3548,ia,2021-03-05,67.7967,2064.5517,0
3549,id,2021-03-05,57.0881,1170.0472,51
3550,il,2021-03-05,71.6791,6187.0238,51
3551,in,2021-03-05,63.2245,3432.0021,59
3552,ks,2021-03-05,65.6846,1716.9717,66
3553,ky,2021-03-05,64.3663,2432.8164,74
3554,la,2021-03-05,57.5928,2046.9998,36
3555,ma,2021-03-05,82.5058,3020.0105,100
3556,md,2021-03-05,79.4259,2698.9989,64
3557,me,2021-03-05,76.891,1234.4468,25
3558,mi,2021-03-05,68.1081,6531.9964,36
3559,mn,2021-03-05,75.1651,2574.1414,18
3560,mo,2021-03-05,63.1947,2926.6345,0
3561,ms,2021-03-05,54.3388,1410.9819,32
3562,mt,2021-03-05,58.9928,777.843,36
3563,nc,2021-03-05,65.8806,5024.0075,66
3564,nd,2021-03-05,53.8242,390.3932,0
3565,ne,2021-03-05,68.0574,1007.7213,0
3566,nh,2021-03-05,77.8968,1082.5532,0
3567,nj,2021-03-05,73.3871,3656.9979,26
3568,nm,2021-03-05,71.6971,1513.5853,33
3569,nv,2021-03-05,67.053,1244.8188,33
3570,ny,2021-03-05,74.1824,7980.0009,75
3571,oh,2021-03-05,65.442,6572.0001,62
3572,ok,2021-03-05,54.6301,1994.8135,0
3573,or,2021-03-05,71.0978,2568.0219,16
3574,pa,2021-03-05,71.1473,7033.0037,50
3575,ri,2021-03-05,75.6943,646.9895,0
3576,sc,2021-03-05,61.6138,3215.0021,0
3577,sd,2021-03-05,58.8759,504.0487,0
3578,tn,2021-03-05,60.6649,3570.1627,85
3579,tx,2021-03-05,66.5705,11529.2611,79
3580,us,2021-03-05,69.1349,158730.643,95
3581,ut,2021-03-05,71.6894,1604.7554,67
3582,va,2021-03-05,73.7545,4847.5875,42
3583,vt,2021-03-05,80.4007,573.001,0
3584,wa,2021-03-05,75.2684,4282.9763,46
3585,wi,2021-03-05,68.6507,3334.0036,34
3586,wv,2021-03-05,62.2431,1208.0537,49
3587,wy,2021-03-05,45.9435,343.9783,0
3588,ak,2021-03-06,46.5217,344.0,0
3589,al,2021-03-06,61.1951,2451.0625,23
3590,ar,2021-03-06,61.8355,1546.4445,0
3591,az,2021-03-06,66.0948,2884.3802,12
3592,ca,2021-03-06,77.2082,13214.7581,50
3593,co,2021-03-06,73.2072,2855.8714,13
3594,ct,2021-03-06,81.3264,2208.0,72
3595,dc,2021-03-06,89.4643,279.0,37
3596,de,2021-03-06,73.2385,737.0,0
3597,fl,2021-03-06,66.6323,11161.0005,29
3598,ga,2021-03-06,61.7552,4345.9573,76
3599,hi,2021-03-06,78.1897,579.0,73
3600,ia,2021-03-06,67.9273,2060.4883,81
3601,id,2021-03-06,56.7026,1171.1903,54
3602,il,2021-03-06,71.4716,6156.0237,16
3603,in,2021-03-06,63.5254,3485.0029,48
3604,ks,2021-03-06,65.1685,1703.0012,0
3605,ky,2021-03-06,64.1818,2372.8202,60
3606,la,2021-03-06,57.4766,2032.0,41
3607,ma,2021-03-06,82.3227,3017.011,37
3608,md,2021-03-06,79.7152,2702.9988,71
3609,me,2021-03-06,77.1576,1218.2234,26
3610,mi,2021-03-06,68.3326,6451.9963,30
3611,mn,2021-03-06,74.834,2588.193,40
3612,mo,2021-03-06,62.4499,2932.8457,19
3613,ms,2021-03-06,54.4498,1381.5811,0
3614,mt,2021-03-06,57.8429,751.8333,0
3615,nc,2021-03-06,65.8381,4927.0085,11
3616,nd,2021-03-06,53.1905,376.221,0
3617,ne,2021-03-06,68.1601,1004.6887,88
3618,nh,2021-03-06,76.8794,1086.7766,52
3619,nj,2021-03-06,73.2208,3581.9982,38
3620,nm,2021-03-06,71.7006,1453.6995,37
3621,nv,2021-03-06,68.4892,1250.813,0
3622,ny,2021-03-06,74.0565,7895.0011,52
3623,oh,2021-03-06,65.2225,6472.9993,22
3624,ok,2021-03-06,53.686,1949.8137,0
3625,or,2021-03-06,71.4586,2556.4476,0
3626,pa,2021-03-06,70.6301,6950.0039,69
3627,ri,2021-03-06,76.1711,617.989,51
3628,sc,2021-03-06,61.799,3173.0018,90
3629,sd,2021-03-06,57.4699,478.144,0
3630,tn,2021-03-06,60.5301,3459.1585,47
3631,tx,2021-03-06,65.9659,11521.2624,64
3632,us,2021-03-06,68.969,157215.1562,84
3633,ut,2021-03-06,71.2045,1536.0379,36
3634,va,2021-03-06,73.4732,4751.5053,71
3635,vt,2021-03-06,80.1587,566.001,0
3636,wa,2021-03-06,74.862,4189.8456,12
3637,wi,2021-03-06,68.8193,3243.0037,38
3638,wv,2021-03-06,60.7543,1208.0536,0
3639,wy,2021-03-06,46.718,333.9986,0
3640,ak,2021-03-07,45.8333,323.0,0
3641,al,2021-03-07,60.302,2416.0557,70
3642,ar,2021-03-07,60.6435,1522.4444,30
3643,az,2021-03-07,66.5664,2862.2658,24
3644,ca,2021-03-07,77.108,12977.8215,47
3645,co,2021-03-07,73.1704,2784.8715,38
3646,ct,2021-03-07,80.4437,2185.0,36
3647,dc,2021-03-07,90.6028,281.0,24
3648,de,2021-03-07,72.4161,744.0,0
3649,fl,2021-03-07,66.9849,11050.0008,39
3650,ga,2021-03-07,61.6736,4294.9578,13
3651,hi,2021-03-07,77.9561,591.0,37
3652,ia,2021-03-07,67.3152,2052.4761,54
3653,id,2021-03-07,56.3937,1165.1813,0
3654,il,2021-03-07,71.3477,6091.0016,24
3655,in,2021-03-07,63.6507,3474.9995,47
3656,ks,2021-03-07,65.0406,1651.0009,0
3657,ky,2021-03-07,63.4161,2316.8123,0
3658,la,2021-03-07,57.484,2029.9999,0
3659,ma,2021-03-07,81.9075,3003.01,37
3660,md,2021-03-07,79.3438,2726.9988,14
3661,me,2021-03-07,76.3657,1211.2234,0
3662,mi,2021-03-07,68.304,6320.0141,29
3663,mn,2021-03-07,74.5768,2573.495,60
3664,mo,2021-03-07,62.1581,2875.867,19
3665,ms,2021-03-07,53.9141,1332.284,71
3666,mt,2021-03-07,56.7856,721.8421,40
3667,nc,2021-03-07,65.9404,4795.0079,21
3668,nd,2021-03-07,53.5687,364.2241,0
3669,ne,2021-03-07,68.2548,1004.7604,29
3670,nh,2021-03-07,76.9359,1093.7766,52
3671,nj,2021-03-07,73.4229,3533.9987,38
3672,nm,2021-03-07,70.9425,1470.8119,74
3673,nv,2021-03-07,68.6637,1273.7497,35
3674,ny,2021-03-07,74.3777,7752.0017,42
3675,oh,2021-03-07,64.9342,6377.0023,7
3676,ok,2021-03-07,53.5819,1908.8132,0
3677,or,2021-03-07,71.1128,2515.4491,0
3678,pa,2021-03-07,70.8546,6856.0041,69
3679,ri,2021-03-07,75.682,621.99,0
3680,sc,2021-03-07,61.6645,3141.0021,67
3681,sd,2021-03-07,57.4937,480.7644,0
3682,tn,2021-03-07,60.6878,3405.1562,79
3683,tx,2021-03-07,65.9299,11456.2642,60
3684,us,2021-03-07,68.8786,155188.2477,60
3685,ut,2021-03-07,70.8808,1488.0355,75
3686,va,2021-03-07,73.032,4627.9111,0
3687,vt,2021-03-07,79.4755,552.0011,68
3688,wa,2021-03-07,75.1197,4148.8443,87
3689,wi,2021-03-07,68.4729,3200.986,73
3690,wv,2021-03-07,59.862,1216.0539,0
3691,wy,2021-03-07,48.6214,325.0157,58
