,geo_value,time_value,value,sample_size,trend
1693,ne,2021-01-28,77.2759,1646.6457,25
1694,nh,2021-01-28,81.0217,1751.0,48
1695,nj,2021-01-28,79.0662,5470.9978,25
1696,nm,2021-01-28,79.17,2365.5082,33
1697,nv,2021-01-28,72.6199,1909.1752,0
1698,ny,2021-01-28,77.1184,12343.0013,43
1699,oh,2021-01-28,70.8183,9983.0043,7
1700,ok,2021-01-28,66.031,3355.9247,23
1701,or,2021-01-28,78.4411,3918.4062,0
1702,pa,2021-01-28,76.6275,11074.0074,41
1703,ri,2021-01-28,83.5442,1028.9795,0
1704,sc,2021-01-28,68.0857,5108.0038,59
1705,sd,2021-01-28,71.9878,806.8698,0
1706,tn,2021-01-28,66.6871,5452.567,68
1707,tx,2021-01-28,71.8216,17167.2692,59
1708,us,2021-01-28,74.5557,246749.0913,58
1709,ut,2021-01-28,76.5923,2445.4276,33
1710,va,2021-01-28,78.0582,7369.629,30
1711,vt,2021-01-28,84.4629,781.0005,0
1712,wa,2021-01-28,81.757,6310.9516,45
1713,wi,2021-01-28,76.6307,5012.0044,0
1714,wv,2021-01-28,67.6257,2039.2048,0
1715,wy,2021-01-28,64.1566,550.0148,0
1716,ak,2021-01-29,64.9338,528.0,0
1717,al,2021-01-29,64.2611,3747.1131,60
1718,ar,2021-01-29,67.8826,2351.5028,0
1719,az,2021-01-29,74.6645,5225.4475,0
1720,ca,2021-01-29,80.9199,22483.8872,39
1721,co,2021-01-29,79.288,4466.6833,33
1722,ct,2021-01-29,82.9906,3500.0,32
1723,dc,2021-01-29,85.4839,402.0,42
1724,de,2021-01-29,77.535,1074.0073,0
1725,fl,2021-01-29,71.3028,15612.0012,30
1726,ga,2021-01-29,64.9969,6336.93,33
1727,hi,2021-01-29,77.9243,871.0,0
1728,ia,2021-01-29,75.3865,3246.4269,24
1729,id,2021-01-29,67.9309,1741.4401,0
1730,il,2021-01-29,76.9787,9892.0002,21
1731,in,2021-01-29,69.1331,5317.0017,0
1732,ks,2021-01-29,74.273,2636.0919,33
1733,ky,2021-01-29,68.2077,3704.1319,35
1734,la,2021-01-29,63.005,3409.9237,0
1735,ma,2021-01-29,83.3125,4820.02,25
1736,md,2021-01-29,81.7617,3943.9913,50
1737,me,2021-01-29,78.0841,1831.0,0
1738,mi,2021-01-29,73.421,9625.0074,9
1739,mn,2021-01-29,81.1369,3952.6103,35
1740,mo,2021-01-29,70.499,4602.7293,17
1741,ms,2021-01-29,64.1053,2130.0148,30
1742,mt,2021-01-29,70.9277,1185.8702,0
1743,nc,2021-01-29,71.8072,8432.0097,18
1744,nd,2021-01-29,67.7507,554.2054,0
1745,ne,2021-01-29,77.0836,1650.6934,25
1746,nh,2021-01-29,81.5896,1729.0,0
1747,nj,2021-01-29,78.6735,5388.9977,33
1748,nm,2021-01-29,78.7421,2468.5361,0
1749,nv,2021-01-29,71.9235,1890.2643,64
1750,ny,2021-01-29,77.1318,12324.0016,51
1751,oh,2021-01-29,70.9513,9891.0039,69
1752,ok,2021-01-29,65.5577,3335.9245,0
1753,or,2021-01-29,78.3322,3866.4015,63
1754,pa,2021-01-29,76.4827,10908.0082,33
1755,ri,2021-01-29,83.3676,987.98,45
1756,sc,2021-01-29,67.7762,5031.0043,20
1757,sd,2021-01-29,71.9248,804.6744,0
1758,tn,2021-01-29,66.714,5424.8694,41
1759,tx,2021-01-29,71.7959,16967.2705,41
1760,us,2021-01-29,74.441,244543.9976,70
1761,ut,2021-01-29,76.4917,2409.4276,0
1762,va,2021-01-29,77.3089,7318.658,52
1763,vt,2021-01-29,84.5432,798.0008,71
1764,wa,2021-01-29,81.7415,6217.957,22
1765,wi,2021-01-29,76.6006,4996.995,34
1766,wv,2021-01-29,66.7634,1980.2542,0
1767,wy,2021-01-29,63.6261,531.028,0
1768,ak,2021-01-30,62.7799,535.0,0
1769,al,2021-01-30,64.4966,3724.1172,0
1770,ar,2021-01-30,67.7511,2285.2193,0
1771,az,2021-01-30,74.2497,5067.4787,23
1772,ca,2021-01-30,80.9975,21838.8394,49
1773,co,2021-01-30,79.4273,4399.7189,24
1774,ct,2021-01-30,82.5133,3393.0,0
1775,dc,2021-01-30,84.8214,391.0,12
1776,de,2021-01-30,78.2504,1022.0073,0
1777,fl,2021-01-30,71.3934,15228.001,43
1778,ga,2021-01-30,65.1555,6141.9257,12
1779,hi,2021-01-30,77.8892,847.0,0
1780,ia,2021-01-30,75.1474,3239.4611,26
1781,id,2021-01-30,67.1965,1684.5738,0
1782,il,2021-01-30,76.8564,9628.0012,47
1783,in,2021-01-30,69.2165,5156.0021,15
1784,ks,2021-01-30,73.7695,2612.1498,0
1785,ky,2021-01-30,67.6331,3619.8289,0
1786,la,2021-01-30,63.3619,3330.7387,0
1787,ma,2021-01-30,83.2663,4729.0215,19
1788,md,2021-01-30,81.1128,3871.9913,41
1789,me,2021-01-30,78.2079,1846.0,0
1790,mi,2021-01-30,73.3022,9511.0074,19
1791,mn,2021-01-30,80.794,3897.3909,19
1792,mo,2021-01-30,70.0787,4498.9545,52
1793,ms,2021-01-30,64.0892,2103.9787,34
1794,mt,2021-01-30,70.5834,1168.9797,0
1795,nc,2021-01-30,71.511,8232.0104,20
1796,nd,2021-01-30,67.9491,554.2654,0
1797,ne,2021-01-30,76.4603,1619.6905,0
1798,nh,2021-01-30,81.3433,1674.0,52
1799,nj,2021-01-30,78.6079,5292.9977,28
1800,nm,2021-01-30,78.5188,2568.5299,0
1801,nv,2021-01-30,71.8444,1839.4587,35
1802,ny,2021-01-30,77.0376,11925.0018,63
1803,oh,2021-01-30,70.9522,9640.0042,0
1804,ok,2021-01-30,65.74,3274.8674,0
1805,or,2021-01-30,78.8131,3755.2537,0
1806,pa,2021-01-30,76.1577,10667.0076,29
1807,ri,2021-01-30,83.4854,988.9785,0
1808,sc,2021-01-30,67.1916,4920.0042,44
1809,sd,2021-01-30,73.708,771.7604,0
1810,tn,2021-01-30,66.9268,5339.345,45
1811,tx,2021-01-30,71.4686,16527.276,26
1812,us,2021-01-30,74.3251,239152.5736,55
1813,ut,2021-01-30,77.0996,2294.3553,0
1814,va,2021-01-30,77.3252,7223.271,12
1815,vt,2021-01-30,84.6107,821.0008,0
1816,wa,2021-01-30,81.0138,6115.8244,48
1817,wi,2021-01-30,76.319,4869.9951,54
1818,wv,2021-01-30,67.1208,1962.2538,0
1819,wy,2021-01-30,62.6729,504.0347,0
1820,ak,2021-01-31,60.775,528.0,97
1821,al,2021-01-31,64.2124,3605.1131,22
1822,ar,2021-01-31,67.4744,2250.3979,0
1823,az,2021-01-31,74.0993,4890.3173,71
1824,ca,2021-01-31,81.0339,21163.754,36
1825,co,2021-01-31,79.4539,4361.6142,24
1826,ct,2021-01-31,82.3035,3268.0,17
1827,dc,2021-01-31,85.9249,372.0,24
1828,de,2021-01-31,76.7949,988.0073,0
1829,fl,2021-01-31,71.1977,15003.0005,26
1830,ga,2021-01-31,64.6695,6048.9318,36
1831,hi,2021-01-31,78.4514,832.0,0
1832,ia,2021-01-31,75.2869,3156.549,27
1833,id,2021-01-31,67.4883,1659.5021,53
1834,il,2021-01-31,76.6184,9329.0007,0
1835,in,2021-01-31,69.0232,4985.0017,0
1836,ks,2021-01-31,72.9794,2580.1498,0
1837,ky,2021-01-31,67.0997,3568.1479,19
1838,la,2021-01-31,63.4633,3219.5532,40
1839,ma,2021-01-31,83.3691,4644.017,0
1840,md,2021-01-31,81.5205,3740.9915,14
1841,me,2021-01-31,77.4549,1771.0,0
1842,mi,2021-01-31,73.2168,9238.0072,29
1843,mn,2021-01-31,80.6817,3776.4479,0
1844,mo,2021-01-31,70.0399,4372.961,0
1845,ms,2021-01-31,63.8104,2061.7335,33
1846,mt,2021-01-31,70.1442,1124.8533,39
1847,nc,2021-01-31,71.1439,7954.0103,39
1848,nd,2021-01-31,68.0319,546.3732,99
1849,ne,2021-01-31,76.014,1568.7081,0
1850,nh,2021-01-31,81.5709,1635.0,0
1851,nj,2021-01-31,78.7982,5132.9976,18
1852,nm,2021-01-31,78.7196,2509.8565,0
1853,nv,2021-01-31,71.1817,1818.8169,0
1854,ny,2021-01-31,76.7194,11689.0014,56
1855,oh,2021-01-31,70.5773,9388.0031,38
1856,ok,2021-01-31,65.2822,3202.8672,25
1857,or,2021-01-31,78.1977,3631.3602,17
1858,pa,2021-01-31,75.7981,10430.0073,14
1859,ri,2021-01-31,83.634,942.983,0
1860,sc,2021-01-31,67.6154,4830.0038,84
1861,sd,2021-01-31,72.0049,767.5947,0
1862,tn,2021-01-31,66.7069,5213.026,15
1863,tx,2021-01-31,71.1783,16076.2742,31
1864,us,2021-01-31,74.1185,233155.1305,36
1865,ut,2021-01-31,77.4385,2226.2524,36
1866,va,2021-01-31,76.9765,7098.1257,23
1867,vt,2021-01-31,84.6393,803.0013,0
1868,wa,2021-01-31,80.8717,5965.8255,24
1869,wi,2021-01-31,76.0431,4767.994,0
1870,wv,2021-01-31,66.4526,1914.2041,0
1871,wy,2021-01-31,61.1178,503.7921,0
1872,ak,2021-02-01,61.8712,496.0,0
1873,al,2021-02-01,64.8398,3402.0962,0
1874,ar,2021-02-01,66.7325,2149.864,24
1875,az,2021-02-01,73.782,4535.3399,31
1876,ca,2021-02-01,80.8745,19669.7346,11
1877,co,2021-02-01,79.6223,4088.6784,22
1878,ct,2021-02-01,82.7119,3137.0,16
1879,dc,2021-02-01,88.0822,364.0,10
1880,de,2021-02-01,76.5705,970.0,0
1881,fl,2021-02-01,71.1313,14345.0007,48
1882,ga,2021-02-01,64.6499,5725.9426,43
1883,hi,2021-02-01,79.047,765.0,0
1884,ia,2021-02-01,75.5454,3001.5648,72
1885,id,2021-02-01,66.2001,1510.5461,0
1886,il,2021-02-01,76.7393,8853.0014,14
1887,in,2021-02-01,68.8275,4757.9993,28
1888,ks,2021-02-01,71.9939,2438.954,0
1889,ky,2021-02-01,67.1664,3384.4525,33
1890,la,2021-02-01,63.9364,3067.1827,34
1891,ma,2021-02-01,83.2725,4390.015,33
1892,md,2021-02-01,81.603,3610.9992,12
1893,me,2021-02-01,76.6964,1679.0,0
1894,mi,2021-02-01,72.4037,8723.0071,60
1895,mn,2021-02-01,80.3332,3536.3442,17
1896,mo,2021-02-01,70.1005,4120.9633,32
1897,ms,2021-02-01,64.2284,1945.2874,29
1898,mt,2021-02-01,68.7794,1054.1658,0
1899,nc,2021-02-01,71.4716,7467.0088,9
1900,nd,2021-02-01,67.7032,518.0108,0
1901,ne,2021-02-01,76.8706,1488.9663,0
1902,nh,2021-02-01,80.9632,1546.0,49
1903,nj,2021-02-01,79.4106,4901.9976,25
1904,nm,2021-02-01,78.2843,2375.0028,65
1905,nv,2021-02-01,71.0777,1725.8363,32
1906,ny,2021-02-01,76.3798,11178.0015,52
1907,oh,2021-02-01,70.5557,8960.0068,81
1908,ok,2021-02-01,64.7174,3002.0532,22
1909,or,2021-02-01,77.6799,3372.3547,46
1910,pa,2021-02-01,75.3242,9946.0065,39
1911,ri,2021-02-01,84.5779,909.985,42
1912,sc,2021-02-01,67.5773,4593.0037,57
1913,sd,2021-02-01,72.4865,719.6645,0
1914,tn,2021-02-01,67.2461,4940.7212,26
1915,tx,2021-02-01,71.0705,15103.0099,46
1916,us,2021-02-01,74.0063,220486.8953,62
1917,ut,2021-02-01,77.2209,2111.9673,0
1918,va,2021-02-01,76.425,6851.3898,20
1919,vt,2021-02-01,84.7113,761.0017,34
1920,wa,2021-02-01,80.9352,5581.8309,44
1921,wi,2021-02-01,75.8438,4442.9952,17
1922,wv,2021-02-01,66.6049,1806.1546,92
1923,wy,2021-02-01,61.261,461.787,0
1924,ak,2021-02-02,63.8446,501.0,0
1925,al,2021-02-02,64.4433,3260.0885,39
1926,ar,2021-02-02,66.748,2075.6792,25
1927,az,2021-02-02,73.2223,4317.2948,21
1928,ca,2021-02-02,80.7219,18896.722,64
1929,co,2021-02-02,79.3408,3892.7082,22
1930,ct,2021-02-02,82.2422,2947.0,0
1931,dc,2021-02-02,87.8223,348.0,31
1932,de,2021-02-02,76.0707,933.0,33
1933,fl,2021-02-02,70.7818,13595.0008,37
1934,ga,2021-02-02,64.3566,5344.9495,76
1935,hi,2021-02-02,78.6331,694.0,0
1936,ia,2021-02-02,75.4435,2927.3709,48
1937,id,2021-02-02,66.2786,1443.7049,96
1938,il,2021-02-02,76.3762,8336.0234,43
1939,in,2021-02-02,68.5369,4517.0046,100
1940,ks,2021-02-02,71.5844,2329.8954,65
1941,ky,2021-02-02,67.0581,3324.7625,34
1942,la,2021-02-02,63.286,2879.3682,34
1943,ma,2021-02-02,83.3332,4112.012,34
1944,md,2021-02-02,81.5259,3373.9991,24
1945,me,2021-02-02,75.6337,1577.0,0
1946,mi,2021-02-02,71.9249,8332.0047,43
1947,mn,2021-02-02,80.3313,3378.2009,34
1948,mo,2021-02-02,69.8142,3892.9342,32
1949,ms,2021-02-02,62.9942,1902.4612,30
1950,mt,2021-02-02,68.2235,1026.3186,35
1951,nc,2021-02-02,71.3273,6983.0084,27
1952,nd,2021-02-02,66.3944,482.8674,0
1953,ne,2021-02-02,76.9232,1436.0858,0
1954,nh,2021-02-02,81.1407,1428.0,48
1955,nj,2021-02-02,79.3673,4629.9977,8
1956,nm,2021-02-02,77.6312,2301.0245,0
1957,nv,2021-02-02,69.7601,1626.5759,0
1958,ny,2021-02-02,76.2291,10678.0015,28
1959,oh,2021-02-02,70.3792,8623.001,52
1960,ok,2021-02-02,64.3391,2872.054,45
1961,or,2021-02-02,78.2242,3222.4573,31
1962,pa,2021-02-02,74.5158,9395.005,42
1963,ri,2021-02-02,84.1606,885.988,90
1964,sc,2021-02-02,67.7606,4402.0036,39
1965,sd,2021-02-02,71.1686,683.9767,0
1966,tn,2021-02-02,66.7778,4678.4115,14
1967,tx,2021-02-02,70.8552,14439.0027,64
1968,us,2021-02-02,73.7185,210022.5295,60
1969,ut,2021-02-02,76.5437,1969.9697,33
1970,va,2021-02-02,76.0278,6601.905,70
1971,vt,2021-02-02,84.4398,722.0017,0
1972,wa,2021-02-02,80.8557,5375.8334,33
1973,wi,2021-02-02,75.8738,4232.9947,33
1974,wv,2021-02-02,66.2383,1742.105,0
1975,wy,2021-02-02,59.7451,451.7554,0
1976,ak,2021-02-03,66.8091,350.0,0
1977,al,2021-02-03,64.3012,2275.0353,40
1978,ar,2021-02-03,65.1933,1502.7326,51
1979,az,2021-02-03,73.3373,2921.2332,51
1980,ca,2021-02-03,80.6335,13019.1366,49
1981,co,2021-02-03,79.0494,2702.8341,33
1982,ct,2021-02-03,80.7297,2041.0,0
1983,dc,2021-02-03,85.0195,256.0,42
1984,de,2021-02-03,75.0772,647.0,0
1985,fl,2021-02-03,70.5694,9535.0003,72
1986,ga,2021-02-03,65.4691,3686.9738,44
1987,hi,2021-02-03,79.1221,466.0,0
1988,ia,2021-02-03,74.4198,2071.4641,25
1989,id,2021-02-03,65.4954,961.6942,95
1990,il,2021-02-03,76.0432,5749.0227,42
1991,in,2021-02-03,68.3512,3135.0057,29
1992,ks,2021-02-03,70.9481,1617.9538,0
1993,ky,2021-02-03,67.7208,2277.7525,18
1994,la,2021-02-03,62.5465,2032.1834,35
1995,ma,2021-02-03,83.7552,2883.005,42
1996,md,2021-02-03,81.5042,2358.9991,50
1997,me,2021-02-03,76.1531,1083.0,50
1998,mi,2021-02-03,71.6269,5868.9963,35
1999,mn,2021-02-03,79.782,2340.9944,34
2000,mo,2021-02-03,69.2167,2697.0652,50
2001,ms,2021-02-03,59.8921,1339.3145,61
2002,mt,2021-02-03,68.468,707.6259,70
2003,nc,2021-02-03,70.6896,4784.006,45
2004,nd,2021-02-03,67.2465,345.4045,0
2005,ne,2021-02-03,75.4247,974.0832,26
2006,nh,2021-02-03,80.4327,1039.0,0
2007,nj,2021-02-03,79.5369,3172.9986,42
2008,nm,2021-02-03,77.9744,1564.8107,0
2009,nv,2021-02-03,70.3996,1124.5904,32
2010,ny,2021-02-03,75.4675,7326.0007,58
2011,oh,2021-02-03,70.6342,6085.9985,79
2012,ok,2021-02-03,64.8176,1939.0558,0
2013,or,2021-02-03,77.3051,2244.0211,16
2014,pa,2021-02-03,73.9073,6451.0026,70
2015,ri,2021-02-03,85.1081,646.995,0
2016,sc,2021-02-03,68.4271,3038.0022,40
2017,sd,2021-02-03,68.9073,474.2073,0
2018,tn,2021-02-03,65.837,3229.4233,55
2019,tx,2021-02-03,69.8475,9969.9954,41
2020,us,2021-02-03,73.3824,145469.7117,82
2021,ut,2021-02-03,76.5674,1388.1188,98
2022,va,2021-02-03,75.4576,4555.3205,61
2023,vt,2021-02-03,84.7,499.0015,0
2024,wa,2021-02-03,80.1737,3687.842,34
2025,wi,2021-02-03,75.6771,2879.0026,17
2026,wv,2021-02-03,67.1772,1210.0534,0
2027,wy,2021-02-03,55.7587,313.7549,0
2028,ak,2021-02-04,66.9972,352.0,0
2029,al,2021-02-04,64.1397,2301.0354,39
2030,ar,2021-02-04,65.1708,1524.7325,0
2031,az,2021-02-04,73.1927,2950.2332,41
2032,ca,2021-02-04,80.5558,13183.1365,61
2033,co,2021-02-04,78.9347,2730.8341,55
2034,ct,2021-02-04,80.784,2078.0,32
2035,dc,2021-02-04,85.1351,258.0,51
2036,de,2021-02-04,75.3058,653.0,0
2037,fl,2021-02-04,70.5042,9697.0001,33
2038,ga,2021-02-04,65.468,3738.9737,11
2039,hi,2021-02-04,78.7344,481.0,35
2040,ia,2021-02-04,74.3654,2090.4641,47
2041,id,2021-02-04,65.3717,972.6942,47
2042,il,2021-02-04,75.9183,5823.0228,43
2043,in,2021-02-04,68.4085,3185.0058,14
2044,ks,2021-02-04,71.0037,1627.9538,0
2045,ky,2021-02-04,67.6778,2308.7526,17
2046,la,2021-02-04,62.7337,2061.1834,34
2047,ma,2021-02-04,83.7704,2935.005,50
2048,md,2021-02-04,81.3832,2391.999,36
2049,me,2021-02-04,75.9293,1102.0,49
2050,mi,2021-02-04,71.576,5956.9962,18
2051,mn,2021-02-04,79.8348,2361.9944,34
2052,mo,2021-02-04,69.118,2724.0651,65
2053,ms,2021-02-04,59.5244,1354.3145,0
2054,mt,2021-02-04,68.3941,718.6259,100
2055,nc,2021-02-04,70.7149,4853.006,27
2056,nd,2021-02-04,67.5277,348.4045,0
2057,ne,2021-02-04,75.2169,986.0832,0
2058,nh,2021-02-04,80.237,1054.0,50
2059,nj,2021-02-04,79.5757,3227.9986,59
2060,nm,2021-02-04,77.8739,1584.8107,32
2061,nv,2021-02-04,70.2889,1140.5904,32
2062,ny,2021-02-04,75.5221,7469.0007,61
2063,oh,2021-02-04,70.5451,6199.9989,33
2064,ok,2021-02-04,64.6995,1958.0558,45
2065,or,2021-02-04,77.373,2264.0211,79
2066,pa,2021-02-04,73.7054,6584.0026,56
2067,ri,2021-02-04,85.2897,654.995,0
2068,sc,2021-02-04,68.473,3090.0021,40
2069,sd,2021-02-04,69.1513,481.2073,44
2070,tn,2021-02-04,65.9607,3276.4234,27
2071,tx,2021-02-04,69.8594,10099.9955,77
2072,us,2021-02-04,73.3445,147538.2887,84
2073,ut,2021-02-04,76.5919,1398.1188,65
2074,va,2021-02-04,75.5918,4631.8974,51
2075,vt,2021-02-04,83.8867,511.0015,0
2076,wa,2021-02-04,80.1077,3720.842,46
2077,wi,2021-02-04,75.6118,2900.0025,16
2078,wv,2021-02-04,67.3059,1227.0535,50
2079,wy,2021-02-04,55.5821,314.7549,0
2080,ak,2021-02-05,66.5476,419.0,0
2081,al,2021-02-05,63.6081,2751.0466,40
2082,ar,2021-02-05,64.2532,1787.7558,50
2083,az,2021-02-05,73.3803,3508.2332,64
2084,ca,2021-02-05,80.3816,15533.1394,30
2085,co,2021-02-05,78.9903,3218.8041,67
2086,ct,2021-02-05,81.6448,2437.0,32
2087,dc,2021-02-05,87.2642,317.0,31
2088,de,2021-02-05,76.0178,785.0,0
2089,fl,2021-02-05,70.7386,11480.0003,76
2090,ga,2021-02-05,64.9228,4461.9628,55
2091,hi,2021-02-05,79.4369,585.0,0
2092,ia,2021-02-05,73.9774,2470.464,99
2093,id,2021-02-05,65.2722,1165.7128,0
2094,il,2021-02-05,75.9415,6901.0235,29
2095,in,2021-02-05,68.0499,3794.006,0
2096,ks,2021-02-05,70.7897,1889.8963,0
2097,ky,2021-02-05,67.2659,2710.4334,35
2098,la,2021-02-05,62.0838,2445.1833,34
2099,ma,2021-02-05,83.3667,3489.007,67
2100,md,2021-02-05,81.2522,2865.9985,100
2101,me,2021-02-05,76.7024,1306.0,0
2102,mi,2021-02-05,71.8109,7078.005,45
2103,mn,2021-02-05,79.8537,2805.9865,17
2104,mo,2021-02-05,68.9789,3234.0648,33
2105,ms,2021-02-05,60.1518,1579.8013,62
2106,mt,2021-02-05,69.2457,855.609,0
2107,nc,2021-02-05,70.4779,5732.0073,63
2108,nd,2021-02-05,68.3912,405.4045,0
2109,ne,2021-02-05,74.1419,1177.0832,0
2110,nh,2021-02-05,80.7631,1244.0,51
2111,nj,2021-02-05,79.4041,3841.9982,43
2112,nm,2021-02-05,77.6284,1875.838,0
2113,nv,2021-02-05,70.27,1368.5875,0
2114,ny,2021-02-05,75.6783,8845.0005,44
2115,oh,2021-02-05,70.3017,7357.9996,27
2116,ok,2021-02-05,64.4049,2321.1126,23
2117,or,2021-02-05,76.9838,2721.0234,65
2118,pa,2021-02-05,73.8847,7755.0035,71
2119,ri,2021-02-05,84.1056,775.993,47
2120,sc,2021-02-05,68.1482,3655.0027,20
2121,sd,2021-02-05,68.7718,568.2122,0
2122,tn,2021-02-05,65.7556,3843.7423,26
2123,tx,2021-02-05,69.6337,12036.9754,100
2124,us,2021-02-05,73.2502,174882.3537,75
2125,ut,2021-02-05,76.3201,1686.1236,0
2126,va,2021-02-05,75.4846,5489.4704,31
2127,vt,2021-02-05,84.1098,600.0015,69
2128,wa,2021-02-05,79.8205,4450.84,90
2129,wi,2021-02-05,75.3552,3449.9947,34
2130,wv,2021-02-05,66.9598,1426.0542,0
2131,wy,2021-02-05,56.5992,379.7518,0
2132,ak,2021-02-06,66.6279,429.0,0
2133,al,2021-02-06,62.929,2679.0355,43
2134,ar,2021-02-06,64.6439,1759.9292,0
2135,az,2021-02-06,72.8871,3448.0876,22
2136,ca,2021-02-06,80.0911,15236.1297,52
2137,co,2021-02-06,78.8951,3194.804,23
2138,ct,2021-02-06,81.155,2432.0,18
2139,dc,2021-02-06,88.7692,324.0,36
2140,de,2021-02-06,74.9052,790.0,0
2141,fl,2021-02-06,70.6349,11402.0001,29
2142,ga,2021-02-06,64.1897,4459.9677,36
2143,hi,2021-02-06,79.2662,585.0,38
2144,ia,2021-02-06,73.1481,2427.5234,78
2145,id,2021-02-06,66.854,1151.5704,52
2146,il,2021-02-06,76.1114,6858.0222,61
2147,in,2021-02-06,68.0904,3733.0057,15
2148,ks,2021-02-06,70.9636,1828.8963,35
2149,ky,2021-02-06,67.5252,2679.7403,0
2150,la,2021-02-06,62.0316,2439.1834,0
2151,ma,2021-02-06,83.1069,3459.006,28
2152,md,2021-02-06,82.082,2875.9983,27
2153,me,2021-02-06,76.1129,1257.0,0
2154,mi,2021-02-06,71.6767,6935.0052,38
2155,mn,2021-02-06,80.1484,2757.1232,56
2156,mo,2021-02-06,68.1864,3188.0593,70
2157,ms,2021-02-06,59.4658,1571.1912,0
2158,mt,2021-02-06,69.8484,839.6522,0
2159,nc,2021-02-06,70.271,5608.0062,29
2160,nd,2021-02-06,67.4061,399.2632,0
2161,ne,2021-02-06,74.0426,1148.9528,0
2162,nh,2021-02-06,82.3887,1234.0,0
2163,nj,2021-02-06,78.6665,3755.9981,28
2164,nm,2021-02-06,77.0568,1863.9528,72
2165,nv,2021-02-06,70.2838,1389.4505,34
2166,ny,2021-02-06,75.6184,8892.9999,85
2167,oh,2021-02-06,70.2471,7283.9993,35
2168,ok,2021-02-06,64.245,2319.1121,49
2169,or,2021-02-06,76.0851,2698.1697,17
2170,pa,2021-02-06,73.3215,7625.0042,61
2171,ri,2021-02-06,82.747,737.994,100
2172,sc,2021-02-06,68.0106,3583.0027,86
2173,sd,2021-02-06,66.5229,551.279,0
2174,tn,2021-02-06,66.1727,3781.2619,42
2175,tx,2021-02-06,70.1668,11993.9753,41
2176,us,2021-02-06,73.0937,172924.8718,55
2177,ut,2021-02-06,75.4918,1682.162,69
2178,va,2021-02-06,75.3692,5430.6568,23
2179,vt,2021-02-06,82.9768,560.0013,0
2180,wa,2021-02-06,79.5976,4397.9739,24
2181,wi,2021-02-06,75.3326,3458.995,69
2182,wv,2021-02-06,65.6273,1394.0048,53
2183,wy,2021-02-06,56.3655,393.7254,0
2184,ak,2021-02-07,66.9471,415.0,0
2185,al,2021-02-07,63.0847,2693.0406,43
2186,ar,2021-02-07,64.1705,1772.9292,27
2187,az,2021-02-07,72.4426,3357.4415,45
2188,ca,2021-02-07,79.8772,14900.104,40
2189,co,2021-02-07,78.331,3129.9053,23
2190,ct,2021-02-07,81.1472,2431.0,34
2191,dc,2021-02-07,89.4659,336.0,34
2192,de,2021-02-07,73.7154,758.0,0
2193,fl,2021-02-07,70.564,11276.0002,28
2194,ga,2021-02-07,63.6206,4304.9663,12
2195,hi,2021-02-07,78.7179,584.0,37
2196,ia,2021-02-07,72.4568,2468.4989,0
2197,id,2021-02-07,65.7238,1130.3222,0
2198,il,2021-02-07,76.2874,6833.0225,23
2199,in,2021-02-07,67.8242,3699.0063,0
2200,ks,2021-02-07,71.1343,1780.9255,0
2201,ky,2021-02-07,67.7377,2665.4213,18
2202,la,2021-02-07,62.3077,2433.1834,77
2203,ma,2021-02-07,82.9646,3389.0065,26
2204,md,2021-02-07,81.9818,2859.998,0
2205,me,2021-02-07,77.5526,1285.2234,0
2206,mi,2021-02-07,71.3835,6829.0059,47
2207,mn,2021-02-07,79.6679,2784.9906,36
2208,mo,2021-02-07,67.7917,3095.9848,17
2209,ms,2021-02-07,59.2819,1531.9082,0
2210,mt,2021-02-07,69.1429,839.8778,0
2211,nc,2021-02-07,70.1753,5476.006,10
2212,nd,2021-02-07,66.9713,394.0464,0
2213,ne,2021-02-07,73.8933,1149.9049,26
2214,nh,2021-02-07,81.0953,1174.7766,0
2215,nj,2021-02-07,77.8841,3708.9984,53
2216,nm,2021-02-07,76.8627,1790.5966,0
2217,nv,2021-02-07,70.7651,1388.4763,0
2218,ny,2021-02-07,75.654,8791.0005,63
2219,oh,2021-02-07,70.3609,7231.0001,14
2220,ok,2021-02-07,63.8857,2271.1124,25
2221,or,2021-02-07,76.9002,2698.1654,33
2222,pa,2021-02-07,72.7607,7479.0046,43
2223,ri,2021-02-07,82.5645,735.9935,47
2224,sc,2021-02-07,67.6224,3469.0026,0
2225,sd,2021-02-07,66.7666,528.5523,0
2226,tn,2021-02-07,65.9996,3680.5815,14
2227,tx,2021-02-07,70.0974,11925.977,46
2228,us,2021-02-07,72.9103,170556.6631,48
2229,ut,2021-02-07,74.9226,1652.0531,35
2230,va,2021-02-07,75.231,5423.7238,11
2231,vt,2021-02-07,82.0909,549.0009,0
2232,wa,2021-02-07,79.4541,4303.9795,24
2233,wi,2021-02-07,74.6383,3383.9957,33
2234,wv,2021-02-07,65.4961,1380.0047,51
2235,wy,2021-02-07,55.4309,385.9479,0
2236,ak,2021-02-08,66.1557,423.0,0
2237,al,2021-02-08,63.3538,2781.0483,38
2238,ar,2021-02-08,63.8508,1806.8344,24
2239,az,2021-02-08,71.5197,3441.3271,30
2240,ca,2021-02-08,79.9206,15490.104,35
2241,co,2021-02-08,78.0483,3248.8713,32
2242,ct,2021-02-08,80.5012,2453.0,16
2243,dc,2021-02-08,88.1232,340.0,100
2244,de,2021-02-08,74.5979,745.0,0
2245,fl,2021-02-08,70.0897,11591.9997,11
