,geo_value,time_value,value,sample_size,positive,negative,trend
5023,nj,2021-01-13,97.4965,5650.9988,5509.5238,141.475,54
5024,nm,2021-01-13,95.3245,2597.6281,2476.1754,121.4527,35
5025,nv,2021-01-13,94.9883,2084.0648,1979.6178,104.447,69
5026,ny,2021-01-13,96.8847,13529.0004,13107.5315,421.4689,56
5027,oh,2021-01-13,94.1307,10554.003,9934.5611,619.4419,44
5028,ok,2021-01-13,89.666,3988.3237,3576.1701,412.1536,62
5029,or,2021-01-13,95.1041,4073.9007,3874.4464,199.4543,61
5030,pa,2021-01-13,94.19,11333.0064,10674.5637,658.4427,42
5031,ri,2021-01-13,96.9387,1027.9865,996.5171,31.4694,48
5032,sc,2021-01-13,92.2031,5700.0038,5255.5814,444.4224,42
5033,sd,2021-01-13,80.728,933.3511,753.4761,179.875,27
5034,tn,2021-01-13,91.2263,5942.7858,5421.3836,521.4022,61
5035,tx,2021-01-13,94.2158,18890.7584,17798.0724,1092.686,59
5036,us,2021-01-13,93.0114,267898.9353,251596.4079,16302.5274,64
5037,ut,2021-01-13,92.4935,2659.7591,2460.103,199.6561,46
5038,va,2021-01-13,95.8578,7633.7876,7317.5798,316.2078,45
5039,vt,2021-01-13,95.3549,957.0017,912.5481,44.4536,45
5040,wa,2021-01-13,96.2955,6949.9529,6692.4931,257.4598,65
5041,wi,2021-01-13,92.7666,5189.9537,4814.5415,375.4122,36
5042,wv,2021-01-13,93.6057,2368.3064,2216.8694,151.437,14
5043,wy,2021-01-13,78.2704,626.6303,490.4658,136.1645,18
5044,ak,2021-01-14,89.9606,761.0,684.6004,76.3996,31
5045,al,2021-01-14,91.2057,3996.1048,3644.6739,351.4309,71
5046,ar,2021-01-14,92.843,2784.7409,2585.4374,199.3035,76
5047,az,2021-01-14,94.3446,5786.5339,5459.283,327.2509,69
5048,ca,2021-01-14,96.5289,25596.3331,24707.8649,888.4682,74
5049,co,2021-01-14,93.7504,4870.745,4566.3439,304.4011,52
5050,ct,2021-01-14,97.1886,3965.0,3853.5281,111.4719,29
5051,dc,2021-01-14,99.4266,435.0,432.5057,2.4943,41
5052,de,2021-01-14,97.0368,1197.0146,1161.5442,35.4704,22
5053,fl,2021-01-14,91.4541,17089.0002,15628.5861,1460.4141,65
5054,ga,2021-01-14,90.8193,6626.9416,6018.5398,608.4018,74
5055,hi,2021-01-14,95.9639,1052.0,1009.5404,42.4596,31
5056,ia,2021-01-14,91.8587,3465.906,3183.7347,282.1713,20
5057,id,2021-01-14,84.4826,1846.0475,1559.5893,286.4582,21
5058,il,2021-01-14,94.5432,10857.0009,10264.555,592.4459,60
5059,in,2021-01-14,93.1289,6017.0048,5603.573,413.4318,68
5060,ks,2021-01-14,91.6248,2978.0299,2728.6136,249.4163,54
5061,ky,2021-01-14,94.1502,3922.1999,3692.7581,229.4418,54
5062,la,2021-01-14,89.7986,4044.3676,3631.785,412.5826,47
5063,ma,2021-01-14,97.4692,5274.0165,5140.5418,133.4747,64
5064,md,2021-01-14,97.1214,4323.9834,4199.5122,124.4712,47
5065,me,2021-01-14,96.5193,1967.0,1898.5348,68.4652,41
5066,mi,2021-01-14,94.2208,10788.0599,10164.6006,623.4593,54
5067,mn,2021-01-14,94.0751,4277.5414,4024.1016,253.4398,38
5068,mo,2021-01-14,88.9336,4838.2414,4302.8209,535.4205,66
5069,ms,2021-01-14,90.6454,2461.2822,2231.0398,230.2424,58
5070,mt,2021-01-14,88.5282,1320.6842,1169.1773,151.5069,52
5071,nc,2021-01-14,94.5638,9776.0134,9244.5669,531.4465,53
5072,nd,2021-01-14,90.3396,641.5952,579.6144,61.9808,23
5073,ne,2021-01-14,90.9807,1921.383,1748.0878,173.2952,58
5074,nh,2021-01-14,95.7547,1801.0,1724.5425,76.4575,31
5075,nj,2021-01-14,97.4689,5707.9988,5563.5241,144.4747,53
5076,nm,2021-01-14,95.2661,2628.953,2504.5007,124.4523,39
5077,nv,2021-01-14,95.0194,2076.9901,1973.5428,103.4473,62
5078,ny,2021-01-14,96.9121,13746.0002,13321.5311,424.4691,67
5079,oh,2021-01-14,94.2762,10630.0021,10021.5589,608.4432,41
5080,ok,2021-01-14,89.9221,4002.8107,3599.4112,403.3995,57
5081,or,2021-01-14,95.4322,4103.8988,3916.4423,187.4565,91
5082,pa,2021-01-14,94.355,11487.0069,10838.5624,648.4445,46
5083,ri,2021-01-14,97.0505,1066.9835,1035.513,31.4705,18
5084,sc,2021-01-14,91.8696,5749.0036,5281.5848,467.4188,66
5085,sd,2021-01-14,81.8075,939.2768,768.3993,170.8775,19
5086,tn,2021-01-14,91.3905,5916.7715,5407.3676,509.4039,65
5087,tx,2021-01-14,94.2375,19027.2705,17930.8274,1096.4431,50
5088,us,2021-01-14,93.1422,270362.9428,254121.8808,16241.062,67
5089,ut,2021-01-14,92.6593,2651.7592,2457.1014,194.6578,23
5090,va,2021-01-14,95.88,7783.3147,7462.6399,320.6748,50
5091,vt,2021-01-14,95.6366,973.0015,930.5451,42.4564,39
5092,wa,2021-01-14,96.3088,6974.954,6717.493,257.461,58
5093,wi,2021-01-14,92.6319,5257.9387,4870.5277,387.411,29
5094,wv,2021-01-14,93.5043,2331.3056,2179.8699,151.4357,18
5095,wy,2021-01-14,79.3603,625.9313,496.7412,129.1901,18
5096,ak,2021-01-15,88.9949,785.0,698.6101,86.3899,72
5097,al,2021-01-15,91.3346,3940.1029,3598.6761,341.4268,53
5098,ar,2021-01-15,92.7917,2792.7482,2591.4387,201.3095,34
5099,az,2021-01-15,94.3777,5767.2417,5442.9904,324.2513,50
5100,ca,2021-01-15,96.4796,25521.7087,24623.241,898.4677,62
5101,co,2021-01-15,93.889,4849.7751,4553.4065,296.3686,51
5102,ct,2021-01-15,97.3389,3926.0,3821.5266,104.4734,31
5103,dc,2021-01-15,99.2045,439.0,435.508,3.492,61
5104,de,2021-01-15,96.9173,1183.0146,1146.5454,36.4692,22
5105,fl,2021-01-15,91.6471,17065.0002,15639.5839,1425.4163,60
5106,ga,2021-01-15,90.6804,6656.9379,6036.5376,620.4003,66
5107,hi,2021-01-15,96.2945,1038.0,999.5371,38.4629,40
5108,ia,2021-01-15,92.2583,3464.029,3195.8537,268.1753,27
5109,id,2021-01-15,85.3446,1810.6792,1545.3164,265.3628,25
5110,il,2021-01-15,94.5917,10862.001,10274.5545,587.4465,53
5111,in,2021-01-15,93.3172,5977.0049,5577.5711,399.4338,57
5112,ks,2021-01-15,91.7149,2950.0867,2705.6696,244.4171,18
5113,ky,2021-01-15,94.1288,3941.9662,3710.5248,231.4414,54
5114,la,2021-01-15,89.8877,4050.3673,3640.7837,409.5836,47
5115,ma,2021-01-15,97.6029,5318.016,5190.54,127.476,72
5116,md,2021-01-15,97.2016,4304.9834,4184.5114,120.472,56
5117,me,2021-01-15,96.6175,1965.0,1898.5338,66.4662,16
5118,mi,2021-01-15,94.2358,10764.061,10143.6012,620.4598,41
5119,mn,2021-01-15,94.2752,4217.97,3976.5014,241.4686,62
5120,mo,2021-01-15,88.518,4837.2351,4281.825,555.4101,52
5121,ms,2021-01-15,90.8997,2451.3116,2228.2357,223.0759,37
5122,mt,2021-01-15,88.5848,1316.4252,1166.1525,150.2727,28
5123,nc,2021-01-15,94.3708,9725.0136,9177.5687,547.4449,49
5124,nd,2021-01-15,89.1333,645.6327,575.4736,70.1591,15
5125,ne,2021-01-15,91.1398,1899.4517,1731.1566,168.2951,34
5126,nh,2021-01-15,95.6413,1800.0,1721.5436,78.4564,30
5127,nj,2021-01-15,97.4909,5757.9988,5613.5239,144.4749,60
5128,nm,2021-01-15,95.491,2649.217,2529.7625,119.4545,60
5129,nv,2021-01-15,95.1326,2043.17,1943.7216,99.4484,41
5130,ny,2021-01-15,97.056,13739.0004,13334.5298,404.4706,59
5131,oh,2021-01-15,94.5028,10668.0032,10081.5578,586.4454,38
5132,ok,2021-01-15,90.1835,4017.7529,3623.3508,394.4021,56
5133,or,2021-01-15,95.2199,4151.6187,3953.1654,198.4533,62
5134,pa,2021-01-15,94.6086,11471.0069,10852.5599,618.447,33
5135,ri,2021-01-15,97.2558,1073.984,1044.5114,29.4726,36
5136,sc,2021-01-15,92.0542,5719.0036,5264.5831,454.4205,44
5137,sd,2021-01-15,81.672,937.8619,765.9709,171.891,13
5138,tn,2021-01-15,91.1115,5821.0159,5303.6146,517.4013,63
5139,tx,2021-01-15,94.4328,18886.2692,17834.8243,1051.4449,57
5140,us,2021-01-15,93.2094,269905.5542,253900.0549,16005.4993,61
5141,ut,2021-01-15,92.8846,2623.7544,2437.0629,186.6915,53
5142,va,2021-01-15,95.913,7835.887,7515.6351,320.2519,55
5143,vt,2021-01-15,95.8247,969.0018,928.5435,40.4583,19
5144,wa,2021-01-15,96.314,7011.953,6753.4909,258.4621,64
5145,wi,2021-01-15,92.5687,5293.9393,4900.5286,393.4107,35
5146,wv,2021-01-15,93.8892,2347.305,2203.8655,143.4395,22
5147,wy,2021-01-15,80.6585,622.0473,501.7341,120.3132,36
5148,ak,2021-01-16,89.1304,804.0,716.6087,87.3913,100
5149,al,2021-01-16,91.392,3885.0864,3550.6574,334.429,51
5150,ar,2021-01-16,92.7691,2810.6749,2607.4388,203.2361,47
5151,az,2021-01-16,94.2255,5684.4705,5356.2207,328.2498,67
5152,ca,2021-01-16,96.3654,25325.1409,24404.6715,920.4694,71
5153,co,2021-01-16,94.105,4857.8667,4571.4939,286.3728,52
5154,ct,2021-01-16,97.5,3899.0,3801.525,97.475,67
5155,dc,2021-01-16,98.7385,435.0,429.5126,5.4874,65
5156,de,2021-01-16,96.8751,1199.0219,1161.5531,37.4688,47
5157,fl,2021-01-16,91.673,17117.9999,15692.5833,1425.4166,73
5158,ga,2021-01-16,90.3423,6630.9485,5990.5536,640.3949,62
5159,hi,2021-01-16,96.1873,1035.0,995.5381,39.4619,33
5160,ia,2021-01-16,92.3627,3472.1392,3206.9629,265.1763,36
5161,id,2021-01-16,85.6066,1843.6603,1578.2947,265.3656,44
5162,il,2021-01-16,94.7638,10818.0225,10251.5746,566.4479,59
5163,in,2021-01-16,93.1215,6025.004,5610.5727,414.4313,32
5164,ks,2021-01-16,91.7538,2940.1162,2697.6694,242.4468,55
5165,ky,2021-01-16,94.0577,3978.9573,3742.5169,236.4404,31
5166,la,2021-01-16,90.136,4081.3676,3678.7814,402.5862,94
5167,ma,2021-01-16,97.6045,5238.018,5112.542,125.476,86
5168,md,2021-01-16,97.3206,4346.9761,4230.5029,116.4732,59
5169,me,2021-01-16,96.8593,1989.0,1926.5314,62.4686,42
5170,mi,2021-01-16,94.3384,10800.0614,10188.6007,611.4607,52
5171,mn,2021-01-16,94.298,4270.0037,4026.5267,243.477,49
5172,mo,2021-01-16,88.7288,4804.1312,4262.6459,541.4853,46
5173,ms,2021-01-16,91.1567,2477.327,2258.2483,219.0787,69
5174,mt,2021-01-16,87.8835,1322.7108,1162.4446,160.2662,55
5175,nc,2021-01-16,94.5581,9729.0125,9199.5662,529.4463,41
5176,nd,2021-01-16,88.6208,669.2357,593.0818,76.1539,28
5177,ne,2021-01-16,90.9404,1901.4149,1729.1552,172.2597,43
5178,nh,2021-01-16,95.7673,1830.0,1752.5423,77.4577,6
5179,nj,2021-01-16,97.3404,5732.9986,5580.5252,152.4734,51
5180,nm,2021-01-16,95.2042,2469.8987,2351.447,118.4517,24
5181,nv,2021-01-16,94.6943,2006.1671,1899.726,106.4411,29
5182,ny,2021-01-16,97.0936,13779.0011,13378.5301,400.471,61
5183,oh,2021-01-16,94.5018,10648.0043,10062.559,585.4453,37
5184,ok,2021-01-16,90.2418,4082.7534,3684.3506,398.4028,56
5185,or,2021-01-16,95.196,4110.1871,3912.734,197.4531,43
5186,pa,2021-01-16,94.7472,11469.0075,10866.5592,602.4483,37
5187,ri,2021-01-16,97.5371,1074.982,1048.5066,26.4754,25
5188,sc,2021-01-16,92.1116,5786.003,5329.582,456.421,62
5189,sd,2021-01-16,82.5777,912.011,753.1174,158.8936,37
5190,tn,2021-01-16,91.0194,5817.0124,5294.6123,522.4001,63
5191,tx,2021-01-16,94.3962,18745.2682,17694.8238,1050.4444,55
5192,us,2021-01-16,93.1997,269648.8163,253679.1769,15969.6394,68
5193,ut,2021-01-16,92.8224,2656.7568,2466.0659,190.6909,9
5194,va,2021-01-16,96.0923,7892.1557,7583.754,308.4017,65
5195,vt,2021-01-16,96.114,964.0014,926.5402,37.4612,37
5196,wa,2021-01-16,96.2966,7005.9559,6746.4939,259.462,62
5197,wi,2021-01-16,92.7352,5318.9379,4932.5258,386.4121,30
5198,wv,2021-01-16,93.5209,2337.3052,2185.8694,151.4358,54
5199,wy,2021-01-16,79.7584,619.0409,493.7372,125.3037,0
5200,ak,2021-01-17,88.4139,806.0,712.6159,93.3841,23
5201,al,2021-01-17,91.1853,3930.0888,3583.6636,346.4252,46
5202,ar,2021-01-17,92.7645,2781.2316,2579.9957,201.2359,54
5203,az,2021-01-17,94.2428,5651.0541,5325.7119,325.3422,57
5204,ca,2021-01-17,96.3198,25093.1438,24169.6748,923.469,65
5205,co,2021-01-17,94.4608,4772.8073,4508.4318,264.3755,53
5206,ct,2021-01-17,97.7161,3874.0,3785.5228,88.4772,58
5207,dc,2021-01-17,98.5023,433.0,426.515,6.485,49
5208,de,2021-01-17,96.6723,1186.0073,1146.5406,39.4667,46
5209,fl,2021-01-17,91.6208,17083.0001,15651.5839,1431.4162,58
5210,ga,2021-01-17,90.0638,6585.945,5931.5516,654.3934,69
5211,hi,2021-01-17,95.8253,1041.0,997.5417,43.4583,16
5212,ia,2021-01-17,92.0313,3453.1573,3177.9843,275.173,36
5213,id,2021-01-17,84.7172,1788.6599,1515.3032,273.3567,26
5214,il,2021-01-17,94.7742,10782.0222,10218.5744,563.4478,59
5215,in,2021-01-17,93.2775,6031.0041,5625.5712,405.4329,62
5216,ks,2021-01-17,91.2708,2846.1164,2597.6744,248.442,48
5217,ky,2021-01-17,94.2359,4015.2673,3783.8251,231.4422,64
5218,la,2021-01-17,90.0194,4073.738,3667.153,406.585,82
5219,ma,2021-01-17,97.5383,5219.02,5090.5446,128.4754,70
5220,md,2021-01-17,97.1924,4290.9907,4170.5188,120.4719,62
5221,me,2021-01-17,96.6072,2018.0,1949.5339,68.4661,42
5222,mi,2021-01-17,94.5243,10783.0448,10192.5994,590.4454,76
5223,mn,2021-01-17,93.9687,4302.0857,4042.612,259.4737,59
5224,mo,2021-01-17,88.1465,4821.1978,4249.7181,571.4797,42
5225,ms,2021-01-17,91.7358,2479.3522,2274.4525,204.8997,61
5226,mt,2021-01-17,88.0331,1297.4772,1142.2095,155.2677,46
5227,nc,2021-01-17,94.8205,9778.0115,9271.563,506.4485,48
5228,nd,2021-01-17,88.0651,672.6167,592.3402,80.2765,38
5229,ne,2021-01-17,90.8154,1886.4183,1713.1587,173.2596,41
5230,nh,2021-01-17,95.7151,1831.0,1752.5428,78.4572,11
5231,nj,2021-01-17,97.1795,5724.9983,5563.5265,161.4718,51
5232,nm,2021-01-17,95.0273,2301.56,2187.1098,114.4502,38
5233,nv,2021-01-17,94.7523,1971.1642,1867.7225,103.4417,48
5234,ny,2021-01-17,97.1444,13709.0013,13317.5299,391.4714,65
5235,oh,2021-01-17,94.6003,10583.0047,10011.5583,571.4464,54
5236,ok,2021-01-17,90.3827,4048.9961,3659.5919,389.4042,39
5237,or,2021-01-17,94.9456,4124.1886,3915.7369,208.4517,63
5238,pa,2021-01-17,94.7846,11398.0072,10803.5586,594.4486,35
5239,ri,2021-01-17,97.5371,1074.98,1048.5046,26.4754,43
5240,sc,2021-01-17,91.4775,5813.0029,5317.5881,495.4148,43
5241,sd,2021-01-17,82.6303,919.7606,760.0011,159.7595,35
5242,tn,2021-01-17,90.8811,5783.7124,5256.3035,527.4089,66
5243,tx,2021-01-17,94.4292,18605.0257,17568.5811,1036.4446,62
5244,us,2021-01-17,93.1448,268649.664,252675.5152,15974.1488,65
5245,ut,2021-01-17,93.3095,2654.5817,2476.9782,177.6035,47
5246,va,2021-01-17,96.0977,8075.0185,7759.9033,315.1152,57
5247,vt,2021-01-17,96.6495,969.0013,936.5347,32.4666,36
5248,wa,2021-01-17,96.3029,7044.9543,6784.4936,260.4607,64
5249,wi,2021-01-17,92.7761,5293.9555,4911.5264,382.4291,33
5250,wv,2021-01-17,93.6572,2340.2554,2191.8183,148.4371,36
5251,wy,2021-01-17,80.541,608.0372,489.7193,118.3179,9
5252,ak,2021-01-18,88.0864,809.0,712.6191,96.3809,51
5253,al,2021-01-18,91.226,3914.088,3570.6643,343.4237,62
5254,ar,2021-01-18,92.6331,2813.0478,2605.8131,207.2347,38
5255,az,2021-01-18,93.9992,5573.2687,5238.8287,334.44,59
5256,ca,2021-01-18,96.3557,25203.1632,24284.6967,918.4665,57
5257,co,2021-01-18,94.5317,4779.8053,4518.4289,261.3764,52
5258,ct,2021-01-18,97.6859,3953.0,3861.5231,91.4769,38
5259,dc,2021-01-18,98.2477,427.0,419.5175,7.4825,52
5260,de,2021-01-18,96.3644,1168.0073,1125.5437,42.4636,37
5261,fl,2021-01-18,91.7304,17128.0,15711.583,1416.417,55
5262,ga,2021-01-18,90.021,6657.9477,5993.5533,664.3944,71
5263,hi,2021-01-18,96.3084,1069.0,1029.5369,39.4631,42
5264,ia,2021-01-18,91.7515,3469.36,3183.1897,286.1703,33
5265,id,2021-01-18,84.7683,1794.6598,1521.3027,273.3571,25
5266,il,2021-01-18,94.9213,10858.0217,10306.5725,551.4492,59
5267,in,2021-01-18,93.2662,6006.0008,5601.5678,404.433,44
5268,ks,2021-01-18,91.7869,2891.088,2653.6406,237.4474,28
5269,ky,2021-01-18,94.2599,4014.5753,3784.1329,230.4424,37
5270,la,2021-01-18,90.1231,4065.9233,3664.3375,401.5858,63
5271,ma,2021-01-18,97.741,5289.0175,5169.5401,119.4774,74
5272,md,2021-01-18,97.2636,4292.991,4175.5184,117.4726,51
5273,me,2021-01-18,96.5312,2060.2234,1988.7581,71.4653,36
5274,mi,2021-01-18,94.5555,10955.0455,10358.5998,596.4457,53
5275,mn,2021-01-18,94.0013,4308.9568,4050.4746,258.4822,59
5276,mo,2021-01-18,88.4051,4851.107,4288.6244,562.4826,37
5277,ms,2021-01-18,91.7189,2583.5373,2369.5918,213.9455,43
5278,mt,2021-01-18,87.9023,1308.2236,1149.9582,158.2654,29
5279,nc,2021-01-18,94.5816,9882.0113,9346.5652,535.4461,46
5280,nd,2021-01-18,87.4418,702.8875,614.6173,88.2702,29
5281,ne,2021-01-18,90.4987,1886.5047,1707.2618,179.2429,39
5282,nh,2021-01-18,95.4393,1851.7766,1767.3222,84.4544,17
5283,nj,2021-01-18,97.0828,5774.9983,5606.5276,168.4707,46
5284,nm,2021-01-18,95.4813,2112.4431,2016.9884,95.4547,46
5285,nv,2021-01-18,95.4131,1950.1448,1860.6936,89.4512,41
5286,ny,2021-01-18,97.1392,13754.0006,13360.5291,393.4715,64
5287,oh,2021-01-18,94.6785,10682.0059,10113.5591,568.4468,32
5288,ok,2021-01-18,90.3955,4043.9957,3655.5915,388.4042,37
5289,or,2021-01-18,94.9906,4161.1854,3952.7333,208.4521,61
5290,pa,2021-01-18,94.9016,11483.0075,10897.5579,585.4496,31
5291,ri,2021-01-18,97.7947,1109.9825,1085.5046,24.4779,23
5292,sc,2021-01-18,91.5172,5852.0038,5355.5882,496.4156,33
5293,sd,2021-01-18,83.5167,920.7012,768.9393,151.7619,26
5294,tn,2021-01-18,90.9013,5818.3949,5288.9965,529.3984,46
5295,tx,2021-01-18,94.35,18769.0285,17708.5842,1060.4443,51
5296,us,2021-01-18,93.1525,270217.6446,254203.6398,16014.0048,63
5297,ut,2021-01-18,93.0862,2697.4767,2510.978,186.4987,19
5298,va,2021-01-18,96.1297,8188.8205,7871.8878,316.9327,59
5299,vt,2021-01-18,96.6216,961.0015,928.5351,32.4664,46
5300,wa,2021-01-18,96.1724,7039.9579,6770.4984,269.4595,70
5301,wi,2021-01-18,92.6451,5389.955,4993.5276,396.4274,33
5302,wv,2021-01-18,94.1045,2348.2546,2209.8133,138.4413,33
5303,wy,2021-01-18,79.7108,593.0471,472.7223,120.3248,52
5304,ak,2021-01-19,87.8182,824.0,723.6218,100.3782,51
5305,al,2021-01-19,91.3338,3905.0917,3566.667,338.4247,46
5306,ar,2021-01-19,92.3547,2815.2324,2600.0004,215.232,34
5307,az,2021-01-19,94.0375,5575.5459,5243.1055,332.4404,46
5308,ca,2021-01-19,96.3686,25071.7936,24161.327,910.4666,58
5309,co,2021-01-19,94.5644,4790.8692,4530.4586,260.4106,57
5310,ct,2021-01-19,97.7753,3977.0,3888.5222,88.4778,50
5311,dc,2021-01-19,98.0549,436.0,427.5195,8.4805,58
5312,de,2021-01-19,96.131,1175.0073,1129.546,45.4613,7
5313,fl,2021-01-19,91.4637,17283.9993,15808.5849,1475.4144,57
5314,ga,2021-01-19,90.1234,6726.9439,6062.5489,664.395,57
5315,hi,2021-01-19,96.1179,1068.0,1026.5388,41.4612,40
5316,ia,2021-01-19,91.691,3504.2827,3213.1132,291.1695,27
5317,id,2021-01-19,85.057,1822.6597,1550.2997,272.36,8
5318,il,2021-01-19,95.0185,10829.0214,10289.5711,539.4503,54
5319,in,2021-01-19,93.4187,6054.0007,5655.5665,398.4342,46
5320,ks,2021-01-19,91.6054,2888.1168,2645.6714,242.4454,49
5321,ky,2021-01-19,94.2789,4062.8943,3830.4514,232.4429,34
5322,la,2021-01-19,89.9802,4087.7385,3678.1539,409.5846,40
5323,ma,2021-01-19,97.8056,5308.0165,5191.5384,116.4781,72
5324,md,2021-01-19,97.5709,4300.9911,4196.5154,104.4757,44
5325,me,2021-01-19,96.1711,2049.2234,1970.7617,78.4617,30
5326,mi,2021-01-19,94.3763,11086.0284,10462.5848,623.4436,56
5327,mn,2021-01-19,93.822,4297.1723,4031.6918,265.4805,53
5328,mo,2021-01-19,88.3562,4865.1073,4298.6255,566.4818,41
5329,ms,2021-01-19,91.896,2652.3639,2437.4163,214.9476,52
5330,mt,2021-01-19,88.2825,1329.4863,1173.7043,155.782,14
5331,nc,2021-01-19,94.6259,9889.012,9357.5653,531.4467,38
5332,nd,2021-01-19,87.7265,731.6858,641.8823,89.8035,14
5333,ne,2021-01-19,90.6975,1884.5675,1709.2556,175.3119,39
5334,nh,2021-01-19,95.4884,1849.7766,1766.3217,83.4549,14
5335,nj,2021-01-19,97.0293,5771.998,5600.5278,171.4702,51
5336,nm,2021-01-19,95.5571,1968.4248,1880.9693,87.4555,46
5337,nv,2021-01-19,95.0053,2011.0854,1910.6382,100.4472,43
5338,ny,2021-01-19,97.0669,13790.0011,13385.5303,404.4708,62
5339,oh,2021-01-19,94.6563,10750.0056,10175.5589,574.4467,38
5340,ok,2021-01-19,90.3958,4085.7525,3693.3487,392.4038,66
5341,or,2021-01-19,94.9309,4151.6166,3941.1662,210.4504,44
5342,pa,2021-01-19,95.0223,11641.0075,11061.5566,579.4509,32
5343,ri,2021-01-19,98.0872,1122.9835,1101.5026,21.4809,17
5344,sc,2021-01-19,91.6308,5812.0042,5325.5875,486.4167,53
5345,sd,2021-01-19,83.1282,928.4532,771.8067,156.6465,26
5346,tn,2021-01-19,90.5941,5809.076,5262.6804,546.3956,58
5347,tx,2021-01-19,94.3384,18889.2662,17819.8227,1069.4435,52
5348,us,2021-01-19,93.1754,271127.6148,254989.0228,16138.592,58
5349,ut,2021-01-19,93.4385,2735.1604,2555.6921,179.4683,33
5350,va,2021-01-19,96.1032,8225.0153,7904.5063,320.509,61
5351,vt,2021-01-19,96.943,964.0016,934.5319,29.4697,19
5352,wa,2021-01-19,96.0243,7003.9555,6725.4964,278.4591,59
5353,wi,2021-01-19,92.3342,5353.972,4943.548,410.424,37
5354,wv,2021-01-19,94.3932,2362.205,2229.761,132.444,35
5355,wy,2021-01-19,81.2555,610.0019,495.6601,114.3418,28
5356,ak,2021-01-20,88.5378,806.0,713.6146,92.3854,10
5357,al,2021-01-20,91.2274,3926.1128,3581.6893,344.4235,83
5358,ar,2021-01-20,92.3058,2720.3059,2511.0013,209.3046,41
5359,az,2021-01-20,93.8238,5512.0855,5171.6473,340.4382,66
5360,ca,2021-01-20,96.345,24581.8768,23683.4105,898.4663,61
5361,co,2021-01-20,94.6219,4711.87,4458.4588,253.4112,46
5362,ct,2021-01-20,97.6021,3940.0,3845.524,94.476,55
5363,dc,2021-01-20,97.7163,415.0,405.5228,9.4772,67
5364,de,2021-01-20,96.0262,1144.0073,1098.547,45.4603,14
5365,fl,2021-01-20,91.3293,16992.9984,15519.5855,1473.4129,68
5366,ga,2021-01-20,90.0928,6574.9277,5923.5332,651.3945,82
5367,hi,2021-01-20,95.8937,1034.0,991.5411,42.4589,60
5368,ia,2021-01-20,91.2334,3481.4839,3176.2748,305.2091,20
5369,id,2021-01-20,85.8102,1806.6308,1550.2727,256.3581,37
5370,il,2021-01-20,95.0388,10571.021,10046.5711,524.4499,67
5371,in,2021-01-20,93.2641,6019.0012,5613.5688,405.4324,47
5372,ks,2021-01-20,91.2998,2844.0873,2596.6451,247.4422,28
5373,ky,2021-01-20,93.9206,3987.9018,3745.4623,242.4395,54
5374,la,2021-01-20,90.035,3969.7389,3574.1538,395.5851,61
5375,ma,2021-01-20,97.8051,5170.0165,5056.5384,113.4781,78
5376,md,2021-01-20,97.6577,4246.9909,4147.5143,99.4766,50
5377,me,2021-01-20,95.84,2006.2234,1922.765,83.4584,40
5378,mi,2021-01-20,94.2817,10920.0375,10295.5951,624.4424,64
5379,mn,2021-01-20,93.7881,4242.2318,3978.7098,263.522,52
5380,mo,2021-01-20,88.4347,4811.0348,4254.6249,556.4099,74
5381,ms,2021-01-20,91.3117,2600.533,2374.5911,225.9419,45
5382,mt,2021-01-20,88.3657,1304.5483,1152.7736,151.7747,42
5383,nc,2021-01-20,94.6301,9692.0114,9171.5646,520.4468,38
5384,nd,2021-01-20,87.0742,707.1084,615.7089,91.3995,5
5385,ne,2021-01-20,90.177,1855.9122,1673.6055,182.3067,46
5386,nh,2021-01-20,95.464,1817.7766,1735.322,82.4546,17
5387,nj,2021-01-20,96.8913,5740.9977,5562.5289,178.4688,61
5388,nm,2021-01-20,96.1556,1962.8854,1887.4239,75.4615,59
5389,nv,2021-01-20,95.3308,1980.002,1887.5516,92.4504,62
5390,ny,2021-01-20,97.0389,13592.0014,13189.5309,402.4705,60
5391,oh,2021-01-20,94.7206,10521.0056,9965.558,555.4476,54
5392,ok,2021-01-20,90.4289,4026.7526,3641.3486,385.404,47
5393,or,2021-01-20,94.8728,4143.617,3931.165,212.452,45
5394,pa,2021-01-20,95.0546,11535.0073,10964.5565,570.4508,30
5395,ri,2021-01-20,97.864,1145.9835,1121.5049,24.4786,17
5396,sc,2021-01-20,91.6356,5624.0032,5153.5863,470.4169,67
5397,sd,2021-01-20,83.0647,897.4363,745.4531,151.9832,6
5398,tn,2021-01-20,90.2889,5750.0701,5191.6773,558.3928,72
5399,tx,2021-01-20,94.4644,18705.2734,17669.8288,1035.4446,59
5400,us,2021-01-20,93.1226,266899.6619,250893.2308,16006.4311,64
5401,ut,2021-01-20,93.4328,2687.1573,2510.6867,176.4706,45
5402,va,2021-01-20,95.983,8124.9395,7798.5642,326.3753,68
5403,vt,2021-01-20,97.1566,931.0015,904.5296,26.4719,9
5404,wa,2021-01-20,96.1478,6916.9569,6650.4987,266.4582,54
5405,wi,2021-01-20,91.9226,5303.9626,4875.5429,428.4197,33
5406,wv,2021-01-20,94.4473,2277.1548,2150.7102,126.4446,24
5407,wy,2021-01-20,81.3974,619.9797,504.6476,115.3321,28
5408,ak,2021-01-21,88.3513,836.0,738.6165,97.3835,10
5409,al,2021-01-21,91.0008,3916.1047,3563.6869,352.4178,85
